Item Number,Date,Performance Date,Transaction Type,Location,Begin Loc Bal,Begin Balance,Qty Required,Quantity Change,Qty Short,Unit of Measure,Last Activity Date,Order,Sales/Job,Ship Type,Address,Remarks,Debit Account,Credit Account,Material,Labor,Burden,Price,Transaction Number,Amount,Debit Cost Ctr,Credit Cost Center,ID,Subcontract,GL Date,Loc Qty Change,User ID,Lot/Serial,Effective Date,Product Line,Salesperson 1,Salesperson 2,Credit Project,Debit Project,Line,Ufld1,Ufld2,Currency,Exchange Rate,Rev,Time,Overhead,Site,Inventory Status,Grade,Expire Date,Assay Percentage,Reference ID,tr__chr01,tr__chr02,tr__chr03,tr__chr04,tr__chr05,tr__chr06,tr__chr07,tr__chr08,tr__chr09,tr__chr10,tr__chr11,tr__chr12,tr__chr13,tr__chr14,tr__chr15,tr__dte01,tr__dte02,tr__dte03,tr__dte04,tr__dte05,tr__dec01,tr__dec02,tr__dec03,tr__dec04,tr__dec05,tr__log01,tr__log02,Reference,Message Number,Program,Revision,Reference Site,Reason,Supplier Lot,Supplier Production Date,Day Code,Service Part,Salesperson,Salesperson,Salesperson,Salesperson,FSM Type,tr_upd_isb,Auto Installed,Work Code,Covered Amount,Charge Code,Batch,Service Category,Contract,Contract Type,Service Area,System Product Line,tr_svc_type,tr_ca_opn_date,Price,Engineer Code,Operation,End User,Inventory Movement Code,Ship Date,Shipper Number,Exch Rate 2,Rate Type,Sequence,Promise Date,Comment,Domain,oid_tr_hist,Consignment Qty Adjusted,Document,oid_lgd_mstr,Days Missed
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,68.0,"4,767.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278272658,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"5,142",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930546868.0009,0.0,,0.0,-20
625724300B,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,110.0,"1,537.0",0.0,50.0,0.0,EA,7/3/2020,,,,,,,,65.13516,9.01175,0.00,74.14691,278273699,"3,707.35",,,19263182,0.00,,50.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"5,684",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930566521.0009,0.0,,0.0,-20
616031200A,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,15.0,"17,203.0",0.0,75.0,0.0,EA,6/3/2020,,,,,,,,54.58754,2.86885,0.00,57.45639,278273746,"4,309.23",,,19263056,0.00,,75.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"5,692",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930567240.0009,0.0,,0.0,-20
629130900C,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,20.0,"1,940.0",0.0,60.0,0.0,EA,7/3/2020,,,,,,,,121.9284,8.66331,0.00,130.59171,278274942,"7,835.50",,,19363792,0.00,,60.0,asp27,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,047",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930588959.0009,0.0,,0.0,-20
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,102.0,"4,801.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278275100,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,121",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930593188.0009,0.0,,0.0,-20
616076100E,7/3/2020,27/3/2020,RCT-WO,QFG_SB,5.0,539.0,0.0,45.0,0.0,EA,7/3/2020,,,,,,,,321.65216,14.3022,0.00,335.95436,278275942,"15,117.95",,,19347275,0.00,,45.0,awk4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,341",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930607723.0009,0.0,,0.0,-20
616031200A,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,90.0,"17,278.0",0.0,30.0,0.0,EA,7/3/2020,,,,,,,,54.58754,2.86885,0.00,57.45639,278275961,"1,723.69",,,19263056,0.00,,30.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,389",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930610074.0009,0.0,,0.0,-20
603447728AC4,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,792.0,"8,184.0",0.0,132.0,0.0,EA,6/3/2020,,,,,,,,30.44355,4.31935,0.00,34.7629,278276368,"4,588.70",,,19406736,0.00,,132.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,512",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930633341.0009,0.0,,0.0,-20
629131200E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,60.0,990.0,0.0,60.0,0.0,EA,6/3/2020,,,,,,,,49.77276,8.47848,0.00,58.25124,278276408,"3,495.07",,,19263614,0.00,,60.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"6,532",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930637954.0009,0.0,,0.0,-20
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,"4,835.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278277650,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,020",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930822341.0009,0.0,,0.0,-20
617514200A,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,120.0,"1,500.0",0.0,30.0,0.0,EA,6/3/2020,,,,,,,,69.19336,8.32381,0.00,77.51717,278277853,"2,325.52",,,19263689,0.00,,30.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,177",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930837632.0009,0.0,,0.0,-20
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,34.0,"4,869.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278278282,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,272",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930841770.0009,0.0,,0.0,-20
616031200A,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,"17,308.0",0.0,60.0,0.0,EA,7/3/2020,,,,,,,,54.58754,2.86885,0.00,57.45639,278279239,"3,447.38",,,19263056,0.00,,60.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,713",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930857549.0009,0.0,,0.0,-20
622172901B,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,216.0,0.0,36.0,0.0,EA,6/3/2020,,,,,,,,36.63129,7.27847,0.00,43.90977,278279282,"1,580.75",,,19362826,0.00,,36.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,730",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930857980.0009,0.0,,0.0,-20
629128000F,7/3/2020,27/3/2020,RCT-WO,QFG_SB,168.0,"1,428.0",0.0,84.0,0.0,EA,7/3/2020,,,,,,,,244.26173,17.59454,0.00,261.85627,278279715,"21,995.93",,,19363606,0.00,,84.0,asu3,,7/3/2020,FG,,,,,0,,,THB,1.0,,"7,874",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930861900.0009,0.0,,0.0,-20
622005300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,565.0,0.0,144.0,0.0,EA,7/3/2020,,,,,,,,158.42154,0.00,0.00,158.42154,278280223,"22,812.70",,,19263730,0.00,,144.0,AUM1,,7/3/2020,SG,,,,,0,,,THB,1.0,,"8,107",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930867112.0009,0.0,,0.0,-20
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,68.0,"4,903.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278280792,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,280",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930872431.0009,0.0,,0.0,-20
616076100E,7/3/2020,27/3/2020,RCT-WO,QFG_SB,50.0,584.0,0.0,50.0,0.0,EA,7/3/2020,,,,,,,,321.65216,14.3022,0.00,335.95436,278281000,"16,797.72",,,19347275,0.00,,50.0,awk4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,416",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930874231.0009,0.0,,0.0,-20
629130900C,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,"2,000.0",0.0,60.0,0.0,EA,7/3/2020,,,,,,,,121.9284,8.66331,0.00,130.59171,278281491,"7,835.50",,,19363792,0.00,,60.0,asp27,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,538",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930878829.0009,0.0,,0.0,-20
621737300E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,102.0,"4,937.0",0.0,34.0,0.0,EA,7/3/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,278281704,"2,399.33",,,19263185,0.00,,34.0,aps4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,630",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930881163.0009,0.0,,0.0,-20
616592800A,7/3/2020,27/3/2020,RCT-WO,QFG_SB,455.0,455.0,0.0,175.0,0.0,EA,6/3/2020,,,,,,,,53.10332,5.3027,0.00,58.40602,278282402,"10,221.05",,,19364288,0.00,,175.0,auk2,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,839",0.00,ATh_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATh_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930887854.0009,0.0,,0.0,-20
603447728AC4,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,924.0,"8,316.0",0.0,132.0,0.0,EA,7/3/2020,,,,,,,,30.44355,4.31935,0.00,34.7629,278282465,"4,588.70",,,19406736,0.00,,132.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,886",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930888701.0009,0.0,,0.0,-20
622172901B,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,36.0,252.0,0.0,48.0,0.0,EA,7/3/2020,,,,,,,,36.63129,7.27847,0.00,43.90977,278282610,"2,107.67",,,19362826,0.00,,48.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"8,957",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930890208.0009,0.0,,0.0,-20
616031200A,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,60.0,"17,368.0",0.0,60.0,0.0,EA,7/3/2020,,,,,,,,54.58754,2.86885,0.00,57.45639,278283086,"3,447.38",,,19263056,0.00,,60.0,ANS6,,7/3/2020,FG,,,,,0,,,THB,1.0,,"9,051",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930917679.0009,0.0,,0.0,-20
629128400E,7/3/2020,27/3/2020,RCT-WO,QFG_SB,0.0,420.0,0.0,70.0,0.0,EA,4/3/2020,,,,,,,,139.11993,15.13863,0.00,154.25856,278283347,"10,798.10",,,19371604,0.00,,70.0,ast7,,7/3/2020,FG,,,,,0,,,THB,1.0,,"9,142",0.00,ATh_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATh_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930931325.0009,0.0,,0.0,-20
616076100E,7/3/2020,27/3/2020,RCT-WO,QFG_SB,100.0,634.0,0.0,35.0,0.0,EA,7/3/2020,,,,,,,,321.65216,14.3022,0.00,335.95436,278283645,"11,758.40",,,19347275,0.00,,35.0,awk4,,7/3/2020,FG,,,,,0,,,THB,1.0,,"9,242",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930933714.0009,0.0,,0.0,-20
622172901B,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,84.0,300.0,0.0,24.0,0.0,EA,7/3/2020,,,,,,,,36.63129,7.27847,0.00,43.90977,278284182,"1,053.83",,,19362826,0.00,,24.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"9,478",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930938446.0009,0.0,,0.0,-20
629131200E,7/3/2020,27/3/2020,RCT-WO,QFG_SB10,0.0,"1,050.0",0.0,120.0,0.0,EA,7/3/2020,,,,,,,,49.77276,8.47848,0.00,58.25124,278284224,"6,990.15",,,19263614,0.00,,120.0,akp11,,7/3/2020,FG,,,,,0,,,THB,1.0,,"9,486",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202003070930938776.0009,0.0,,0.0,-20
