Item Number,Date,Performance Date,Transaction Type,Location,Begin Loc Bal,Begin Balance,Qty Required,Quantity Change,Qty Short,Unit of Measure,Last Activity Date,Order,Sales/Job,Ship Type,Address,Remarks,Debit Account,Credit Account,Material,Labor,Burden,Price,Transaction Number,Amount,Debit Cost Ctr,Credit Cost Center,ID,Subcontract,GL Date,Loc Qty Change,User ID,Lot/Serial,Effective Date,Product Line,Salesperson 1,Salesperson 2,Credit Project,Debit Project,Line,Ufld1,Ufld2,Currency,Exchange Rate,Rev,Time,Overhead,Site,Inventory Status,Grade,Expire Date,Assay Percentage,Reference ID,tr__chr01,tr__chr02,tr__chr03,tr__chr04,tr__chr05,tr__chr06,tr__chr07,tr__chr08,tr__chr09,tr__chr10,tr__chr11,tr__chr12,tr__chr13,tr__chr14,tr__chr15,tr__dte01,tr__dte02,tr__dte03,tr__dte04,tr__dte05,tr__dec01,tr__dec02,tr__dec03,tr__dec04,tr__dec05,tr__log01,tr__log02,Reference,Message Number,Program,Revision,Reference Site,Reason,Supplier Lot,Supplier Production Date,Day Code,Service Part,Salesperson,Salesperson,Salesperson,Salesperson,FSM Type,tr_upd_isb,Auto Installed,Work Code,Covered Amount,Charge Code,Batch,Service Category,Contract,Contract Type,Service Area,System Product Line,tr_svc_type,tr_ca_opn_date,Price,Engineer Code,Operation,End User,Inventory Movement Code,Ship Date,Shipper Number,Exch Rate 2,Rate Type,Sequence,Promise Date,Comment,Domain,oid_tr_hist,Consignment Qty Adjusted,Document,oid_lgd_mstr,Days Missed
623367200DC2,14/1/2020,31/1/2020,RCT-WO,QFG_SB,272,752,0,72,0,EA,13/1/2020,,,,,,,,320.21921,22.21595,0,342.43516,268738261,"24,655.33",,,18505403,0,,72,awk4,,14/1/2020,FG,,,,,0,,,THB,1,,"7,315",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
616031200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"12,944.00",0,75,0,EA,14/1/2020,,,,,,,,54.58754,2.86885,0,57.45639,268741383,"4,309.23",,,18322715,0,,75,AJS4,,14/1/2020,FG,,,,,0,,,THB,1,,"8,605",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,592,0,50,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268741407,"8,132.95",,,18337893,0,,50,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"8,607",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,0,"1,328.00",0,66,0,EA,13/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268742077,"10,080.78",,,18429749,0,,66,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"8,821",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
617514200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,"1,170.00",0,90,0,EA,14/1/2020,,,,,,,,69.19336,8.32381,0,77.51717,268742349,"6,976.55",,,18323066,0,,90,ANS6,,14/1/2020,FG,,,,,0,,,THB,1,,"8,917",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,66,"1,394.00",0,18,0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268743644,"2,749.30",,,18429749,0,,18,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"9,411",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621721100A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"1,134.00",0,120,0,EA,13/1/2020,,,,,,,,38.26254,5.42866,0,43.6912,268744056,"5,242.94",,,18337704,0,,120,aps4,,14/1/2020,FG,,,,,0,,,THB,1,,"9,598",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621975200D,14/1/2020,31/1/2020,RCT-WO,QFG_SB,0,"1,248.00",0,48,0,EA,14/1/2020,,,,,,,,317.23907,16.06044,0,333.29951,268744161,"15,998.38",,,18638271,0,,48,akt6,,14/1/2020,FG,,,,,0,,,THB,1,,"9,616",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,642,0,50,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268745389,"8,132.95",,,18337893,0,,50,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"9,994",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
616031200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"13,019.00",0,60,0,EA,14/1/2020,,,,,,,,54.58754,2.86885,0,57.45639,268746586,"3,447.38",,,18322715,0,,60,AJS4,,14/1/2020,FG,,,,,0,,,THB,1,,"10,474",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621721100A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,120,"1,254.00",0,60,0,EA,14/1/2020,,,,,,,,38.26254,5.42866,0,43.6912,268747273,"2,621.47",,,18337704,0,,60,aps4,,14/1/2020,FG,,,,,0,,,THB,1,,"10,711",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,84,"1,412.00",0,66,0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268747469,"10,080.78",,,18429749,0,,66,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"10,754",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
617514200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"1,260.00",0,60,0,EA,14/1/2020,,,,,,,,69.19336,8.32381,0,77.51717,268747898,"4,651.03",,,18323066,0,,60,ANS6,,14/1/2020,FG,,,,,0,,,THB,1,,"10,836",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"1,870.00",0,50,0,EA,13/1/2020,,,,,,,,33.55789,6.23487,0,39.79276,268748033,"1,989.64",,,18322938,0,,50,akp11,,14/1/2020,FG,,,,,0,,,THB,1,,"10,907",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,692,0,50,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268748874,"8,132.95",,,18337893,0,,50,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"12,012",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,50,"1,920.00",0,40,0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0,39.79276,268749672,"1,591.71",,,18322938,0,,40,akp11,,14/1/2020,FG,,,,,0,,,THB,1,,"12,384",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,150,"1,478.00",0,36,0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268749725,"5,498.61",,,18429749,0,,36,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"12,403",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737300E,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"3,046.00",0,34,0,EA,13/1/2020,,,,,,,,63.65254,6.91598,0,70.56852,268750837,"2,399.33",,,18322944,0,,34,aps4,,14/1/2020,FG,,,,,0,,,THB,1,,"12,775",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621975200D,14/1/2020,31/1/2020,RCT-WO,QFG_SB,48,"1,296.00",0,66,0,EA,14/1/2020,,,,,,,,317.23907,16.06044,0,333.29951,268750943,"21,997.77",,,18638271,0,,66,akt6,,14/1/2020,FG,,,,,0,,,THB,1,,"12,795",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
617514200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,60,"1,320.00",0,30,0,EA,14/1/2020,,,,,,,,69.19336,8.32381,0,77.51717,268751597,"2,325.52",,,18323066,0,,30,ANS6,,14/1/2020,FG,,,,,0,,,THB,1,,"13,003",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
623367200DC2,14/1/2020,31/1/2020,RCT-WO,QFG_SB,104,824,0,136,0,EA,14/1/2020,,,,,,,,320.21921,22.21595,0,342.43516,268752233,"46,571.18",,,18505403,0,,136,awk4,,14/1/2020,FG,,,,,0,,,THB,1,,"13,356",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,10,"1,960.00",0,50,0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0,39.79276,268752310,"1,989.64",,,18322938,0,,50,akp11,,14/1/2020,FG,,,,,0,,,THB,1,,"13,404",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,742,0,50,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268752818,"8,132.95",,,18337893,0,,50,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"13,536",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,186,"1,514.00",0,72,0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268753861,"10,997.22",,,18429749,0,,72,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"13,935",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
616031200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"13,079.00",0,75,0,EA,14/1/2020,,,,,,,,54.58754,2.86885,0,57.45639,268753975,"4,309.23",,,18322715,0,,75,AJS4,,14/1/2020,FG,,,,,0,,,THB,1,,"13,991",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
624126400CC2,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,660,"3,828.00",0,132,0,EA,13/1/2020,,,,,,,,19.93791,4.30328,0,24.24119,268754804,"3,199.84",,,18337729,0,,132,AJS4,,14/1/2020,FG,,,,,0,,,THB,1,,"14,354",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621975200D,14/1/2020,31/1/2020,RCT-WO,QFG_SB,114,"1,362.00",0,42,0,EA,14/1/2020,,,,,,,,317.23907,16.06044,0,333.29951,268755365,"13,998.58",,,18638271,0,,42,akt6,,14/1/2020,FG,,,,,0,,,THB,1,,"14,587",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,60,"2,010.00",0,50,0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0,39.79276,268755511,"1,989.64",,,18322938,0,,50,akp11,,14/1/2020,FG,,,,,0,,,THB,1,,"14,692",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,80,792,0,40,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268755861,"6,506.36",,,18337893,0,,40,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"14,757",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,144,"1,586.00",0,42,0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0,152.73912,268756111,"6,415.04",,,18429749,0,,42,ast7,,14/1/2020,FG,,,,,0,,,THB,1,,"14,943",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30,832,0,10,0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0,162.65906,268756715,"1,626.59",,,18337893,0,,10,AUM1,,14/1/2020,FG,,,,,0,,,THB,1,,"15,132",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
622583100B,14/1/2020,31/1/2020,RCT-WO,QFG_SB,0,619,0,30,0,EA,13/1/2020,,,,,,,,205.02411,14.03688,0,219.06098,268757315,"6,571.83",,,18430481,0,,30,atf1,,14/1/2020,FG,,,,,0,,,THB,1,,"15,438",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,110,"2,060.00",0,20,0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0,39.79276,268757334,795.86,,,18322938,0,,20,akp11,,14/1/2020,FG,,,,,0,,,THB,1,,"15,440",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
617514200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0,"1,350.00",0,90,0,EA,14/1/2020,,,,,,,,69.19336,8.32381,0,77.51717,268758094,"6,976.55",,,18323066,0,,90,ANS6,,14/1/2020,FG,,,,,0,,,THB,1,,"15,760",0,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0,,,,,,,,,,0,,,,,,,1,,0,,0,ATHSB,2.02001E+17,0,,0,-17
