Item Number,Date,Performance Date,Transaction Type,Location,Begin Loc Bal,Begin Balance,Qty Required,Quantity Change,Qty Short,Unit of Measure,Last Activity Date,Order,Sales/Job,Ship Type,Address,Remarks,Debit Account,Credit Account,Material,Labor,Burden,Price,Transaction Number,Amount,Debit Cost Ctr,Credit Cost Center,ID,Subcontract,GL Date,Loc Qty Change,User ID,Lot/Serial,Effective Date,Product Line,Salesperson 1,Salesperson 2,Credit Project,Debit Project,Line,Ufld1,Ufld2,Currency,Exchange Rate,Rev,Time,Overhead,Site,Inventory Status,Grade,Expire Date,Assay Percentage,Reference ID,tr__chr01,tr__chr02,tr__chr03,tr__chr04,tr__chr05,tr__chr06,tr__chr07,tr__chr08,tr__chr09,tr__chr10,tr__chr11,tr__chr12,tr__chr13,tr__chr14,tr__chr15,tr__dte01,tr__dte02,tr__dte03,tr__dte04,tr__dte05,tr__dec01,tr__dec02,tr__dec03,tr__dec04,tr__dec05,tr__log01,tr__log02,Reference,Message Number,Program,Revision,Reference Site,Reason,Supplier Lot,Supplier Production Date,Day Code,Service Part,Salesperson,Salesperson,Salesperson,Salesperson,FSM Type,tr_upd_isb,Auto Installed,Work Code,Covered Amount,Charge Code,Batch,Service Category,Contract,Contract Type,Service Area,System Product Line,tr_svc_type,tr_ca_opn_date,Price,Engineer Code,Operation,End User,Inventory Movement Code,Ship Date,Shipper Number,Exch Rate 2,Rate Type,Sequence,Promise Date,Comment,Domain,oid_tr_hist,Consignment Qty Adjusted,Document,oid_lgd_mstr,Days Missed
621737300E,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0.0,"3,046.0",0.0,34.0,0.0,EA,13/1/2020,,,,,,,,63.65254,6.91598,0.00,70.56852,268750837,"2,399.33",,,18322944,0.00,,34.0,aps4,,14/1/2020,FG,,,,,0,,,THB,1.0,,"12,775",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737349854.0009,0.0,,0.0,-17
621975200D,14/1/2020,31/1/2020,RCT-WO,QFG_SB,48.0,"1,296.0",0.0,66.0,0.0,EA,14/1/2020,,,,,,,,317.23907,16.06044,0.00,333.29951,268750943,"21,997.77",,,18638271,0.00,,66.0,akt6,,14/1/2020,FG,,,,,0,,,THB,1.0,,"12,795",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737351324.0009,0.0,,0.0,-17
617514200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,60.0,"1,320.0",0.0,30.0,0.0,EA,14/1/2020,,,,,,,,69.19336,8.32381,0.00,77.51717,268751597,"2,325.52",,,18323066,0.00,,30.0,ANS6,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,003",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737361309.0009,0.0,,0.0,-17
623367200DC2,14/1/2020,31/1/2020,RCT-WO,QFG_SB,104.0,824.0,0.0,136.0,0.0,EA,14/1/2020,,,,,,,,320.21921,22.21595,0.00,342.43516,268752233,"46,571.18",,,18505403,0.00,,136.0,awk4,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,356",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737369087.0009,0.0,,0.0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,10.0,"1,960.0",0.0,50.0,0.0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0.00,39.79276,268752310,"1,989.64",,,18322938,0.00,,50.0,akp11,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,404",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737369996.0009,0.0,,0.0,-17
620100100F,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,30.0,742.0,0.0,50.0,0.0,EA,14/1/2020,,,,,,,,154.59041,8.06864,0.00,162.65906,268752818,"8,132.95",,,18337893,0.00,,50.0,AUM1,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,536",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737375807.0009,0.0,,0.0,-17
621737700E,14/1/2020,31/1/2020,RCT-WO,QFG_SB,186.0,"1,514.0",0.0,72.0,0.0,EA,14/1/2020,,,,,,,,138.96941,13.76972,0.00,152.73912,268753861,"10,997.22",,,18429749,0.00,,72.0,ast7,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,935",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737388617.0009,0.0,,0.0,-17
616031200A,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,0.0,"13,079.0",0.0,75.0,0.0,EA,14/1/2020,,,,,,,,54.58754,2.86885,0.00,57.45639,268753975,"4,309.23",,,18322715,0.00,,75.0,AJS4,,14/1/2020,FG,,,,,0,,,THB,1.0,,"13,991",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737390164.0009,0.0,,0.0,-17
624126400CC2,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,660.0,"3,828.0",0.0,132.0,0.0,EA,13/1/2020,,,,,,,,19.93791,4.30328,0.00,24.24119,268754804,"3,199.84",,,18337729,0.00,,132.0,AJS4,,14/1/2020,FG,,,,,0,,,THB,1.0,,"14,354",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737399796.0009,0.0,,0.0,-17
621975200D,14/1/2020,31/1/2020,RCT-WO,QFG_SB,114.0,"1,362.0",0.0,42.0,0.0,EA,14/1/2020,,,,,,,,317.23907,16.06044,0.00,333.29951,268755365,"13,998.58",,,18638271,0.00,,42.0,akt6,,14/1/2020,FG,,,,,0,,,THB,1.0,,"14,587",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737406568.0009,0.0,,0.0,-17
621738600C,14/1/2020,31/1/2020,RCT-WO,QFG_SB10,60.0,"2,010.0",0.0,50.0,0.0,EA,14/1/2020,,,,,,,,33.55789,6.23487,0.00,39.79276,268755511,"1,989.64",,,18322938,0.00,,50.0,akp11,,14/1/2020,FG,,,,,0,,,THB,1.0,,"14,692",0.00,ATH_SB,Q_INSFG,,,0.00%,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,no,no,,0,xxqrebfl.p,0,ATH_SB,,,,,,,,,,,no,no,,0.00,,,,,,,,,,0.00,,,,,,,1.0,,0,,0,ATHSB,202001140737408376.0009,0.0,,0.0,-17
